abalienacijama | ABALIENACIJA
najtrudnejšima | TRUDEN - ki zaradi zmanjšanja telesnih, duševnih sil ni zmožen opravljati kakega dela
najtrudnejšimi | TRUDEN - ki zaradi zmanjšanja telesnih, duševnih sil ni zmožen opravljati kakega dela
najturobnejšem | TUROBEN
najturobnejših | TUROBEN
najturobnejšim | TUROBEN
najubornejšega | UBOREN
najubornejšemu | UBOREN
najubornejšima | UBOREN
najubornejšimi | UBOREN
najubožnejšega | UBOŽEN
najubožnejšemu | UBOŽEN
najubožnejšima | UBOŽEN
najubožnejšimi | UBOŽEN
najudarnejšega | UDAREN - nanašajoč se na udar, udarec
najudarnejšemu | UDAREN - nanašajoč se na udar, udarec
najudarnejšima | UDAREN - nanašajoč se na udar, udarec
najudarnejšimi | UDAREN - nanašajoč se na udar, udarec
najudobnejšega | UDOBEN - ki pri uporabi daje občutek ugodja
najudobnejšemu | UDOBEN - ki pri uporabi daje občutek ugodja
najudobnejšima | UDOBEN - ki pri uporabi daje občutek ugodja
najudobnejšimi | UDOBEN - ki pri uporabi daje občutek ugodja
najuglednejšem | UGLEDEN - ki ima ugled
najuglednejših | UGLEDEN - ki ima ugled
najuglednejšim | UGLEDEN - ki ima ugled
najugodnejšega | UGODEN - ki vzbuja komu ugodje
najugodnejšemu | UGODEN - ki vzbuja komu ugodje
najugodnejšima | UGODEN - ki vzbuja komu ugodje
najugodnejšimi | UGODEN - ki vzbuja komu ugodje
najumljivejšem | UMLJIV
najumljivejših | UMLJIV
najumljivejšim | UMLJIV
najuporabnejša | UPORABEN - ki se da koristno uporabiti, porabiti
najuporabnejše | UPORABEN - ki se da koristno uporabiti, porabiti
najuporabnejši | UPORABEN - ki se da koristno uporabiti, porabiti
najuporabnejšo | UPORABEN - ki se da koristno uporabiti, porabiti
najupornejšega | UPOREN - ki se (rad) upira
najupornejšemu | UPOREN - ki se (rad) upira
najupornejšima | UPOREN - ki se (rad) upira
najupornejšimi | UPOREN - ki se (rad) upira
najusodnejšega | USODEN - ki ima velik, odločilen pomen za nadaljnji potek česa
najusodnejšemu | USODEN - ki ima velik, odločilen pomen za nadaljnji potek česa
najusodnejšima | USODEN - ki ima velik, odločilen pomen za nadaljnji potek česa
najusodnejšimi | USODEN - ki ima velik, odločilen pomen za nadaljnji potek česa
najuspešnejšem | USPEŠEN - ki daje take rezultate, kot se želi, pričakuje
najuspešnejših | USPEŠEN - ki daje take rezultate, kot se želi, pričakuje
najuspešnejšim | USPEŠEN - ki daje take rezultate, kot se želi, pričakuje
najustreznejša | USTREZEN - ki ima zaželene, potrebne lastnosti, značilnosti glede na kaj
najustreznejše | USTREZEN - ki ima zaželene, potrebne lastnosti, značilnosti glede na kaj
najustreznejši | USTREZEN - ki ima zaželene, potrebne lastnosti, značilnosti glede na kaj
najustreznejšo | USTREZEN - ki ima zaželene, potrebne lastnosti, značilnosti glede na kaj
najuvidevnejša | UVIDEVEN - ki dojema, razume razloge, potrebe, želje koga drugega in jih pri svojem ravnanju upošteva
najuvidevnejše | UVIDEVEN - ki dojema, razume razloge, potrebe, želje koga drugega in jih pri svojem ravnanju upošteva
najuvidevnejši | UVIDEVEN - ki dojema, razume razloge, potrebe, želje koga drugega in jih pri svojem ravnanju upošteva
najuvidevnejšo | UVIDEVEN - ki dojema, razume razloge, potrebe, želje koga drugega in jih pri svojem ravnanju upošteva
najužitnejšega | UŽITEN - primeren, uporaben za uživanje
najužitnejšemu | UŽITEN - primeren, uporaben za uživanje
najužitnejšima | UŽITEN - primeren, uporaben za uživanje
najužitnejšimi | UŽITEN - primeren, uporaben za uživanje
najvabljivejša | VABLJIV - ki vsebuje, izraža željo vplivati na koga, da pride kam
najvabljivejše | VABLJIV - ki vsebuje, izraža željo vplivati na koga, da pride kam
najvabljivejši | VABLJIV - ki vsebuje, izraža željo vplivati na koga, da pride kam
najvabljivejšo | VABLJIV - ki vsebuje, izraža željo vplivati na koga, da pride kam
najvarčnejšega | VARČEN - ki si prizadeva porabiti čim manj
najvarčnejšemu | VARČEN - ki si prizadeva porabiti čim manj
najvarčnejšima | VARČEN - ki si prizadeva porabiti čim manj
najvarčnejšimi | VARČEN - ki si prizadeva porabiti čim manj
najveljavnejša | VELJAVEN - ki ima pravno moč
najveljavnejše | VELJAVEN - ki ima pravno moč
najveljavnejši | VELJAVEN - ki ima pravno moč
najveljavnejšo | VELJAVEN - ki ima pravno moč
najverjetnejša | VERJETEN - ki se zdi v skladu z resničnostjo
najverjetnejše | VERJETEN - ki se zdi v skladu z resničnostjo
najverjetnejši | VERJETEN - ki se zdi v skladu z resničnostjo
najverjetnejšo | VERJETEN - ki se zdi v skladu z resničnostjo
najveselejšega | VESEL - ki je v stanju veselja
najveselejšemu | VESEL - ki je v stanju veselja
najveselejšima | VESEL - ki je v stanju veselja
najveselejšimi | VESEL - ki je v stanju veselja
najvestnejšega | VESTEN - ki dela, izpolnjuje svoje obveznosti po načelih vesti
najvestnejšemu | VESTEN - ki dela, izpolnjuje svoje obveznosti po načelih vesti
najvestnejšima | VESTEN - ki dela, izpolnjuje svoje obveznosti po načelih vesti
najvestnejšimi | VESTEN - ki dela, izpolnjuje svoje obveznosti po načelih vesti
najvitalnejšem | VITALEN - ki je bistven za ohranjanje življenja
najvitalnejših | VITALEN - ki je bistven za ohranjanje življenja
najvitalnejšim | VITALEN - ki je bistven za ohranjanje življenja
najvlažnejšega | VLAŽEN - ki je (delno) pokrit z manjšo količino tekočine, zlasti vode
najvlažnejšemu | VLAŽEN - ki je (delno) pokrit z manjšo količino tekočine, zlasti vode
najvlažnejšima | VLAŽEN - ki je (delno) pokrit z manjšo količino tekočine, zlasti vode
najvlažnejšimi | VLAŽEN - ki je (delno) pokrit z manjšo količino tekočine, zlasti vode
najvljudnejšem | VLJUDEN - ki se vede, ravna v skladu z družabnimi pravili
najvljudnejših | VLJUDEN - ki se vede, ravna v skladu z družabnimi pravili
najvljudnejšim | VLJUDEN - ki se vede, ravna v skladu z družabnimi pravili
najvoljnejšega | VOLJEN - ki se zaradi mehkosti da upogibati, pregibati
najvoljnejšemu | VOLJEN - ki se zaradi mehkosti da upogibati, pregibati
najvoljnejšima | VOLJEN - ki se zaradi mehkosti da upogibati, pregibati
najvoljnejšimi | VOLJEN - ki se zaradi mehkosti da upogibati, pregibati
najvplivnejšem | VPLIVEN - ki ima (velik) vpliv
najvplivnejših | VPLIVEN - ki ima (velik) vpliv
najvplivnejšim | VPLIVEN - ki ima (velik) vpliv
najvpojnejšega | VPOJEN - nanašajoč se na vpoj ali vpijanje
najvpojnejšemu | VPOJEN - nanašajoč se na vpoj ali vpijanje
najvpojnejšima | VPOJEN - nanašajoč se na vpoj ali vpijanje
najvpojnejšimi | VPOJEN - nanašajoč se na vpoj ali vpijanje
najvrednejšega | VREDEN - izraža značilnost česa glede na
najvrednejšemu | VREDEN - izraža značilnost česa glede na
najvrednejšima | VREDEN - izraža značilnost česa glede na
najvrednejšimi | VREDEN - izraža značilnost česa glede na
najvsiljivejša | VSILJIV - ki si prizadeva doseči pri kom, da kljub odporu kaj vzame, sprejme
najvsiljivejše | VSILJIV - ki si prizadeva doseči pri kom, da kljub odporu kaj vzame, sprejme
najvsiljivejši | VSILJIV - ki si prizadeva doseči pri kom, da kljub odporu kaj vzame, sprejme
najvsiljivejšo | VSILJIV - ki si prizadeva doseči pri kom, da kljub odporu kaj vzame, sprejme
najvulgarnejša | VULGAREN - ki se glede na moralna, družabna pravila zelo neprimerno vede, govori
najvulgarnejše | VULGAREN - ki se glede na moralna, družabna pravila zelo neprimerno vede, govori
najvulgarnejši | VULGAREN - ki se glede na moralna, družabna pravila zelo neprimerno vede, govori
najvulgarnejšo | VULGAREN - ki se glede na moralna, družabna pravila zelo neprimerno vede, govori
najvzajemnejša | VZAJEMEN - povezan s čim enakim, ustreznim kot povračilom
najvzajemnejše | VZAJEMEN - povezan s čim enakim, ustreznim kot povračilom
najvzajemnejši | VZAJEMEN - povezan s čim enakim, ustreznim kot povračilom
najvzajemnejšo | VZAJEMEN - povezan s čim enakim, ustreznim kot povračilom
najvzdržnejšem | VZDRŽEN - ki zavestno, hote ne zadovoljuje svojih spolnih potreb
najvzdržnejših | VZDRŽEN - ki zavestno, hote ne zadovoljuje svojih spolnih potreb
najvzdržnejšim | VZDRŽEN - ki zavestno, hote ne zadovoljuje svojih spolnih potreb
najvzglednejša | VZGLEDEN
najvzglednejše | VZGLEDEN
najvzglednejši | VZGLEDEN
najvzglednejšo | VZGLEDEN
najvzhodnejšem | VZHODEN - nanašajoč se na vzhod
najvzhodnejših | VZHODEN - nanašajoč se na vzhod
najvzhodnejšim | VZHODEN - nanašajoč se na vzhod
najvzornejšega | VZOREN - ki ima v veliki meri lastnosti, značilnosti, ki jih kdo odobravajoče sprejema
najvzornejšemu | VZOREN - ki ima v veliki meri lastnosti, značilnosti, ki jih kdo odobravajoče sprejema
najvzornejšima | VZOREN - ki ima v veliki meri lastnosti, značilnosti, ki jih kdo odobravajoče sprejema
najvzornejšimi | VZOREN - ki ima v veliki meri lastnosti, značilnosti, ki jih kdo odobravajoče sprejema
najvztrajnejša | VZTRAJEN - ki kljub težavnosti, nasprotovanju ne preneha opravljati svojega dela, dejavnosti
najvztrajnejše | VZTRAJEN - ki kljub težavnosti, nasprotovanju ne preneha opravljati svojega dela, dejavnosti
najvztrajnejši | VZTRAJEN - ki kljub težavnosti, nasprotovanju ne preneha opravljati svojega dela, dejavnosti
najvztrajnejšo | VZTRAJEN - ki kljub težavnosti, nasprotovanju ne preneha opravljati svojega dela, dejavnosti
najzabavnejšem | ZABAVEN - ki povzroča duševno sprostitev, dobro razpoloženje
najzabavnejših | ZABAVEN - ki povzroča duševno sprostitev, dobro razpoloženje
najzabavnejšim | ZABAVEN - ki povzroča duševno sprostitev, dobro razpoloženje
najzahodnejšem | ZAHODEN - nanašajoč se na zahod
najzahodnejših | ZAHODEN - nanašajoč se na zahod
najzahodnejšim | ZAHODEN - nanašajoč se na zahod
najzahtevnejša | ZAHTEVEN - ki ima velike, visoke zahteve
najzahtevnejše | ZAHTEVEN - ki ima velike, visoke zahteve
najzahtevnejši | ZAHTEVEN - ki ima velike, visoke zahteve
najzahtevnejšo | ZAHTEVEN - ki ima velike, visoke zahteve
najzajetnejšem | ZAJETEN - ki ima razmeroma veliko razsežnost
najzajetnejših | ZAJETEN - ki ima razmeroma veliko razsežnost
najzajetnejšim | ZAJETEN - ki ima razmeroma veliko razsežnost
najzakotnejšem | ZAKOTEN - ki je, se nahaja v zakotju
najzakotnejših | ZAKOTEN - ki je, se nahaja v zakotju
najzakotnejšim | ZAKOTEN - ki je, se nahaja v zakotju
najzamudnejšem | ZAMUDEN - za katerega se porabi veliko časa
najzamudnejših | ZAMUDEN - za katerega se porabi veliko časa
najzamudnejšim | ZAMUDEN - za katerega se porabi veliko časa
najzanimivejša | ZANIMIV - ki zaradi posebnih, navadno pozitivnih lastnosti vzbuja zanimanje
najzanimivejše | ZANIMIV - ki zaradi posebnih, navadno pozitivnih lastnosti vzbuja zanimanje
najzanimivejši | ZANIMIV - ki zaradi posebnih, navadno pozitivnih lastnosti vzbuja zanimanje
najzanimivejšo | ZANIMIV - ki zaradi posebnih, navadno pozitivnih lastnosti vzbuja zanimanje
najzanosnejšem | ZANOSEN - ki je v stanju močne čustvene vznemirjenosti zaradi zelo pozitivnega odnosa do česa
najzanosnejših | ZANOSEN - ki je v stanju močne čustvene vznemirjenosti zaradi zelo pozitivnega odnosa do česa
najzanosnejšim | ZANOSEN - ki je v stanju močne čustvene vznemirjenosti zaradi zelo pozitivnega odnosa do česa
najzaslužnejša | ZASLUŽEN - ki si je s pomembnimi, vrednimi dejanji, ravnanjem pridobil pravico do (javnega) priznanja, nagrade
najzaslužnejše | ZASLUŽEN - ki si je s pomembnimi, vrednimi dejanji, ravnanjem pridobil pravico do (javnega) priznanja, nagrade
najzaslužnejši | ZASLUŽEN - ki si je s pomembnimi, vrednimi dejanji, ravnanjem pridobil pravico do (javnega) priznanja, nagrade
najzaslužnejšo | ZASLUŽEN - ki si je s pomembnimi, vrednimi dejanji, ravnanjem pridobil pravico do (javnega) priznanja, nagrade
najzastavnejša | ZASTAVEN - krepko raščen, razvit
najzastavnejše | ZASTAVEN - krepko raščen, razvit
najzastavnejši | ZASTAVEN - krepko raščen, razvit
najzastavnejšo | ZASTAVEN - krepko raščen, razvit
najzaupnejšega | ZAUPEN - ki zaupa, pove komu kaj, za kar se ne želi, da bi vedeli tudi drugi
najzaupnejšemu | ZAUPEN - ki zaupa, pove komu kaj, za kar se ne želi, da bi vedeli tudi drugi
najzaupnejšima | ZAUPEN - ki zaupa, pove komu kaj, za kar se ne želi, da bi vedeli tudi drugi
najzaupnejšimi | ZAUPEN - ki zaupa, pove komu kaj, za kar se ne želi, da bi vedeli tudi drugi
najzbirčnejšem | IZBIRČEN - ki ima zelo velike zahteve pri izbiri česa, zlasti jedi, pijače
najzbirčnejših | IZBIRČEN - ki ima zelo velike zahteve pri izbiri česa, zlasti jedi, pijače
najzbirčnejšim | IZBIRČEN - ki ima zelo velike zahteve pri izbiri česa, zlasti jedi, pijače
najzglednejšem | ZGLEDEN - ki ima zaželene, potrebne lastnosti, značilnosti v taki meri, da je vreden zgledovanja, posnemanja
najzglednejših | ZGLEDEN - ki ima zaželene, potrebne lastnosti, značilnosti v taki meri, da je vreden zgledovanja, posnemanja
najzglednejšim | ZGLEDEN - ki ima zaželene, potrebne lastnosti, značilnosti v taki meri, da je vreden zgledovanja, posnemanja
najzgodnejšega | ZGODEN - ki ima do določenega časa, roka dovolj, veliko časa
najzgodnejšemu | ZGODEN - ki ima do določenega časa, roka dovolj, veliko časa
najzgodnejšima | ZGODEN - ki ima do določenega časa, roka dovolj, veliko časa
najzgodnejšimi | ZGODEN - ki ima do določenega časa, roka dovolj, veliko časa
najzgornejšega | ZGORNJI - ki leži, je višje
najzgornejšemu | ZGORNJI - ki leži, je višje
najzgornejšima | ZGORNJI - ki leži, je višje
najzgornejšimi | ZGORNJI - ki leži, je višje
najzgornjejšem | ZGORNJI - ki leži, je višje
najzgornjejših | ZGORNJI - ki leži, je višje
najzgornjejšim | ZGORNJI - ki leži, je višje
najzgovornejša | ZGOVOREN - ki (rad) veliko govori
najzgovornejše | ZGOVOREN - ki (rad) veliko govori
najzgovornejši | ZGOVOREN - ki (rad) veliko govori
najzgovornejšo | ZGOVOREN - ki (rad) veliko govori
najzlobnejšega | ZLOBEN - ki drugim želi, namerno povzroča veliko trpljenje, velike težave
najzlobnejšemu | ZLOBEN - ki drugim želi, namerno povzroča veliko trpljenje, velike težave
najzlobnejšima | ZLOBEN - ki drugim želi, namerno povzroča veliko trpljenje, velike težave
najzlobnejšimi | ZLOBEN - ki drugim želi, namerno povzroča veliko trpljenje, velike težave
najzlostnejšem | ZLOSTEN
najzlostnejših | ZLOSTEN
najzlostnejšim | ZLOSTEN
najzložnejšega | ZLOŽEN - zmerno hiter
najzložnejšemu | ZLOŽEN - zmerno hiter
najzložnejšima | ZLOŽEN - zmerno hiter
najzložnejšimi | ZLOŽEN - zmerno hiter
najzmernejšega | ZMEREN - ki se drži prave mere, ne pretirava
najzmernejšemu | ZMEREN - ki se drži prave mere, ne pretirava
najzmernejšima | ZMEREN - ki se drži prave mere, ne pretirava
najzmernejšimi | ZMEREN - ki se drži prave mere, ne pretirava
najzmožnejšega | ZMOŽEN - ki ima lastnosti, značilnosti, potrebne za dobro opravljanje kake dejavnosti
najzmožnejšemu | ZMOŽEN - ki ima lastnosti, značilnosti, potrebne za dobro opravljanje kake dejavnosti
najzmožnejšima | ZMOŽEN - ki ima lastnosti, značilnosti, potrebne za dobro opravljanje kake dejavnosti
najzmožnejšimi | ZMOŽEN - ki ima lastnosti, značilnosti, potrebne za dobro opravljanje kake dejavnosti
najznačilnejša | ZNAČILEN - ki stvar, osebo določa tako, da jo je mogoče razpoznati, ločiti od istovrstnega
najznačilnejše | ZNAČILEN - ki stvar, osebo določa tako, da jo je mogoče razpoznati, ločiti od istovrstnega
najznačilnejši | ZNAČILEN - ki stvar, osebo določa tako, da jo je mogoče razpoznati, ločiti od istovrstnega
najznačilnejšo | ZNAČILEN - ki stvar, osebo določa tako, da jo je mogoče razpoznati, ločiti od istovrstnega
najznatnejšega | ZNATEN
najznatnejšemu | ZNATEN
najznatnejšima | ZNATEN
najznatnejšimi | ZNATEN
najznosnejšega | ZNOSEN - ki se (še) da prenesti, prenašati
najznosnejšemu | ZNOSEN - ki se (še) da prenesti, prenašati
najznosnejšima | ZNOSEN - ki se (še) da prenesti, prenašati
najznosnejšimi | ZNOSEN - ki se (še) da prenesti, prenašati
najzoprnejšega | ZOPRN - ki vzbuja močen občutek neugodja
najzoprnejšemu | ZOPRN - ki vzbuja močen občutek neugodja
najzoprnejšima | ZOPRN - ki vzbuja močen občutek neugodja
najzoprnejšimi | ZOPRN - ki vzbuja močen občutek neugodja
najzvestejšega | ZVEST - ki vztraja v ljubezenskem razmerju do koga
najzvestejšemu | ZVEST - ki vztraja v ljubezenskem razmerju do koga
najzvestejšima | ZVEST - ki vztraja v ljubezenskem razmerju do koga
najzvestejšimi | ZVEST - ki vztraja v ljubezenskem razmerju do koga
najzvočnejšega | ZVOČEN - nanašajoč se na zvok
najzvočnejšemu | ZVOČEN - nanašajoč se na zvok
najzvočnejšima | ZVOČEN - nanašajoč se na zvok
najzvočnejšimi | ZVOČEN - nanašajoč se na zvok
najžalostnejša | ŽALOSTEN - ki je v stanju žalosti
najžalostnejše | ŽALOSTEN - ki je v stanju žalosti
najžalostnejši | ŽALOSTEN - ki je v stanju žalosti
najžalostnejšo | ŽALOSTEN - ki je v stanju žalosti
najživahnejšem | ŽIVAHEN - ki se lahkotno in veliko giblje
najživahnejših | ŽIVAHEN - ki se lahkotno in veliko giblje
najživahnejšim | ŽIVAHEN - ki se lahkotno in veliko giblje
najžlahtnejšem | ŽLAHTEN - ki ima s križanjem, namernim izborom izboljšane lastnosti
najžlahtnejših | ŽLAHTEN - ki ima s križanjem, namernim izborom izboljšane lastnosti
najžlahtnejšim | ŽLAHTEN - ki ima s križanjem, namernim izborom izboljšane lastnosti
nakladališčema | NAKLADALIŠČE - kraj, prostor, kjer se naklada
nakladalnicama | NAKLADALNICA - prostor ali naprava za nakladanje
nakladalnicami | NAKLADALNICA - prostor ali naprava za nakladanje
nakladalnikoma | NAKLADALNIK - stroj za nakladanje in prekladanje zemeljskega materiala
naključnostima | NAKLJUČNOST - lastnost, značilnost naključnega
naklonjenostih | NAKLONJENOST - pozitiven odnos do koga
naklonjenostim | NAKLONJENOST - pozitiven odnos do koga
naklonjenostjo | NAKLONJENOST - pozitiven odnos do koga
naklonjenostma | NAKLONJENOST - pozitiven odnos do koga
naklonjenostmi | NAKLONJENOST - pozitiven odnos do koga
nakopičenostih | NAKOPIČENOST - značilnost nakopičenega
